name,category,location,phone,website,rating,reviews,address,hours,gps_coordinates,data_id
Hotel UD,Hotels,"Sonbhadra, Uttar Pradesh",078950 74720,http://www.hotelud.in/,4.9,,"Sh-5a, Varanasi shaktinagar marg, Robertsganj, Bhandar Khurd, Uttar Pradesh 231216",,"{'latitude': 24.6483568, 'longitude': 83.05759429999999}",0x398efb007cce76d5:0x6dccc5afb5539cb4
HOTEL DEV ARJUN SINGH,Hotels,"Sonbhadra, Uttar Pradesh",072757 81376,https://hoteldevarjunsingh.in/,4.1,,"Bicchi, New Colony, Ganguar, Robertsganj, Uttar Pradesh 231216",,"{'latitude': 24.7094725, 'longitude': 83.0633368}",0x398ef98b2c227b97:0x88bf55744e4c3354
Hotel JP,Hotels,"Sonbhadra, Uttar Pradesh",,,4.8,,"Ayushadhi Kendra, SH 5A, opposite of D.M. Office, Raunp, Uttar Pradesh 231216",,"{'latitude': 24.648228399999997, 'longitude': 83.05776949999999}",0x398efb004e3f11c7:0x3b76593448604435
New Hotel Savera,Hotels,"Sonbhadra, Uttar Pradesh",,http://jajba.com/,3.8,,"M3M8+2C7, Highway, Civil Lines, Robertsganj, Uttar Pradesh 231216",,"{'latitude': 24.6832489, 'longitude': 83.0656552}",0x398ef9c5a0be7829:0xf7da31309f54a53e
Hotel Raj Banquet,Hotels,"Sonbhadra, Uttar Pradesh",099350 35222,,4,,"Uttar Mohal, Robertsganj, Uttar Pradesh 231216",,"{'latitude': 24.6955986, 'longitude': 83.0665491}",0x398ef9c49f4c96df:0x1876af933df9dfc9
HOTEL SUNRISE,Hotels,"Sonbhadra, Uttar Pradesh",095545 46999,,3.6,,"231219, Obra, Uttar Pradesh 231219",,"{'latitude': 24.4573429, 'longitude': 82.99257349999999}",0x398ee3ffe2380cd9:0xc94396c7c543d52d
Hotel Surya International,Hotels,"Sonbhadra, Uttar Pradesh",086016 75655,,3.4,,"Near Mandi Samiti Pipri Road, Robertsganj, Uttar Pradesh 231216",,"{'latitude': 24.679193899999998, 'longitude': 83.0639796}",0x398ef9c416e7b415:0xc73f405a511373db
Saffron restaurant and lodge,Hotels,"Sonbhadra, Uttar Pradesh",,,4.5,,"J3QJ+GPV, Churk Rd, Musahee, Churk, Uttar Pradesh 231216",,"{'latitude': 24.638863399999998, 'longitude': 83.0817908}",0x398ef100494b13bb:0xc1394d8ef5194937
Hotel AD,Hotels,"Sonbhadra, Uttar Pradesh",093059 67200,https://hotelatithidwar.in/,3.8,,"Pipari Main Road Lodhi, opposite DM Office Road, Robertsganj, Uttar Pradesh 231216",,"{'latitude': 24.648387699999997, 'longitude': 83.0577825}",0x398efb4602ea3739:0xfbd00ed08fdfbbc2
Hotel Shubh Shree Palace,Hotels,"Sonbhadra, Uttar Pradesh",094152 72411,,3.6,,"62, SH 5A, near mission hospital, Tagore Nagar, Robertsganj, Uttar Pradesh 231216",,"{'latitude': 24.6763132, 'longitude': 83.06321899999999}",0x398ef9c3d584e003:0x3389a555fc3e483f
Bajarangi Dhaba & Restaurant,Restaurants,"Sonbhadra, Uttar Pradesh",,,4.1,,"P366+QXX, Ganguar, Robertsganj, Ganguar, Uttar Pradesh 231216",Open 24 hours,"{'latitude': 24.711982499999998, 'longitude': 83.0624721}",0x398ef839666c06eb:0x711699be2f0b14e2
Up-64 Haveli Dhaba,Restaurants,"Sonbhadra, Uttar Pradesh",,http://up64haveli.com/,4.1,,"Beechhi, Uttar Pradesh 231216",Open 24 hours,"{'latitude': 24.7259372, 'longitude': 83.05944889999999}",0x398ef9670277b855:0x5af07353a9c28b40
Jaiswal Dhaba And Family Restaurant,Restaurants,"Sonbhadra, Uttar Pradesh",,,4.7,,"Paras Pani, Jaiswal Dhaba And Family Restaurant Paras Pani Sonbhadra,Varanasi Shaktinagar, SH 5A, Robertsganj, Uttar Pradesh 231207",Open 24 hours,"{'latitude': 24.4042586, 'longitude': 83.05270759999999}",0x398ee71a82f9cbbd:0x7abfe3f38a4cc245
Shraddha Saburi Dhaba And Family Resturant,Restaurants,"Sonbhadra, Uttar Pradesh",091250 09591,,3.9,,"SH 5A, New Colony, Robertsganj, Uttar Pradesh 231216",Open · Closes 1 am,"{'latitude': 24.704107999999998, 'longitude': 83.0644033}",0x398ef83115600513:0x898cf2723468f8c2
Hare Krishna Dhaba,Restaurants,"Sonbhadra, Uttar Pradesh",,https://www.instagram.com/hare__krishna_dhaba?igsh=aWNtdjYyZjB0dWlu,4.1,,"Pashi Khurd, Uttar Pradesh 231216",Open 24 hours,"{'latitude': 24.7568165, 'longitude': 83.0645894}",0x398e57ef6be100a9:0x79ca2eec3f16c650
EFC Restaurant,Restaurants,"Sonbhadra, Uttar Pradesh",,,5,,"Barauli, Robertsganj, Uttar Pradesh 231216",Closes soon · 10:30 pm · Opens 9:30 am Thu,"{'latitude': 24.6838119, 'longitude': 83.0642908}",0x398ef90044a8ebf3:0x5102f5c608b922bb
Red Chilli Rooftop - club & restro,Restaurants,"Sonbhadra, Uttar Pradesh",091706 29300,,3.9,,"atria mall, Civil Line Rd, above kotak mahindra bank, Tagore Nagar, Robertsganj, Uttar Pradesh 231216",Open 24 hours,"{'latitude': 24.6840065, 'longitude': 83.06741129999999}",0x398ef9c08d1f6d79:0x8a32e18873141426
Shree Vinayak Dhaba & Restaurant,Restaurants,"Sonbhadra, Uttar Pradesh",,,4.7,,"P366+MXH, Ganguar, Uttar Pradesh 231216",Open 24 hours,"{'latitude': 24.7116947, 'longitude': 83.0624704}",0x398ef90005b6c879:0xaf37b62bc99d2036
Radhe Radhe dhaba and Shri jee family restaurant,Restaurants,"Sonbhadra, Uttar Pradesh",,,4.3,,"Budhat kala, SH 5A, Robertsganj, Beechhi, Uttar Pradesh 231216",Open · Closes 1:30 am,"{'latitude': 24.732316599999997, 'longitude': 83.0602876}",0x398ef9468b0b9add:0x38a3e5429ef35a9c
One Bite Sonbhadra,Restaurants,"Sonbhadra, Uttar Pradesh",095806 45401,https://onebite.co.in/onebite-sonbhadra.html,4.4,,"near Chauhan Petrol Pump, Badhauli Chowk, Robertsganj, Uttar Pradesh 231216",Closed · Opens 10 am Thu,"{'latitude': 24.683920999999998, 'longitude': 83.06412189999999}",0x398ef9cbc516e053:0xc7b1c3180274103c
Spicy Adda,Restaurants,"Sonbhadra, Uttar Pradesh",,,4.6,,"KE BAGAL ME, KIRTIPOLY HOSPITAL, SPICY ADDA, VARANASI SHAKTINAGAR HIGHWAY, Robertsganj, Uttar Pradesh 231216",Closed · Opens 9:30 am Thu,"{'latitude': 24.674498099999997, 'longitude': 83.0625635}",0x398ef94fadfac7c1:0x5c3a7ea066128b0a
Tikka ' N ' TALKS,Restaurants,"Sonbhadra, Uttar Pradesh",088587 05986,,4.8,,"near v mart, Renukoot, Uttar Pradesh 231217",Closes soon · 11 pm · Opens 11 am Thu,"{'latitude': 24.2265786, 'longitude': 83.04243129999999}",0x398edb7e5da38eb3:0xfdad2f77b92f84c2
Savan Dhaba Restaurant Robertsganj Pakari,Restaurants,"Sonbhadra, Uttar Pradesh",,,3.8,,"State Highway 5A, New Colony, Robertsganj, Uttar Pradesh 231216",Open 24 hours,"{'latitude': 24.705332799999997, 'longitude': 83.0643735}",0x398ef8311f9b6a95:0x1a9ffd6109514e85
Karnataka cafe Robertsganj,Restaurants,"Sonbhadra, Uttar Pradesh",,,4.4,,"near chauhan petrol pump chauraha, Barauli, Robertsganj, Uttar Pradesh 231216",Closes soon · 11 pm · Opens 8 am Thu,"{'latitude': 24.6839197, 'longitude': 83.06445099999999}",0x398ef9001a441577:0x13b87ad91528d369
Shri Radha Krishna Dhaba & family restaurant,Restaurants,"Sonbhadra, Uttar Pradesh",091252 65052,,4.6,,"Pashi khurd, near babhanauli, Robertsganj, Uttar Pradesh 231216",Closes soon · 11 pm · Opens 8 am Thu,"{'latitude': 24.7566894, 'longitude': 83.06462189999999}",0x398e57f0a86cf565:0xdcec8155b94fa8bd
Bharat Food Court,Restaurants,"Sonbhadra, Uttar Pradesh",099589 40337,,4.3,,"Pannuganj Rd, near Tripti Jewellers, New Colony, Robertsganj, Uttar Pradesh 231216",Closed · Opens 12:30 pm Thu,"{'latitude': 24.6895909, 'longitude': 83.0663367}",0x398ef92e320aca65:0xf5e5f1bb09a0035d
Dhaba son 64,Restaurants,"Sonbhadra, Uttar Pradesh",,,4.3,,"F2VG+W6R, Preet Nagar, Chopan, Uttar Pradesh 231205",Open · Closes 11:55 pm,"{'latitude': 24.494522999999997, 'longitude': 83.025903}",0x398ee56b271befa1:0x5f8930fe6f1d9ca3
Nilkanth restaurant,Restaurants,"Sonbhadra, Uttar Pradesh",,,3.7,,"Amarati, Robertsganj, Uttar Pradesh 231216",Closed · Opens 9 am Thu,"{'latitude': 24.6735786, 'longitude': 83.0629154}",0x398ef98921ea626f:0xced202efac905169
Delish,Restaurants,"Sonbhadra, Uttar Pradesh",073177 46266,,4.1,,"Ground Floor, W.No. 11, Chopan Road, opposite Gurudwara, Delish, Obra, Uttar Pradesh 231219",Closes soon · 11 pm · Opens 11 am Thu,"{'latitude': 24.4571388, 'longitude': 82.9926649}",0x398ee3e44e858aa9:0xe1cdd984d17cd2d
Jaiswal Dhaba And Family Restaurant,Restaurants,"Sonbhadra, Uttar Pradesh",091652 66927,,3.6,,"M376+H4M, Amarati, Ormaura, Robertsganj, Uttar Pradesh 231216",Open 24 hours,"{'latitude': 24.663961399999998, 'longitude': 83.0610105}",0x398ef95019cfe777:0xd908825eb09d02fc
Red Chilli Rooftop - club & restro,Cafes,"Sonbhadra, Uttar Pradesh",091706 29300,,3.9,,"atria mall, Civil Line Rd, above kotak mahindra bank, Tagore Nagar, Robertsganj, Uttar Pradesh 231216",Open 24 hours,"{'latitude': 24.6840065, 'longitude': 83.06741129999999}",0x398ef9c08d1f6d79:0x8a32e18873141426
Up-64 Haveli Dhaba,Cafes,"Sonbhadra, Uttar Pradesh",,http://up64haveli.com/,4.1,,"Beechhi, Uttar Pradesh 231216",Open 24 hours,"{'latitude': 24.7259372, 'longitude': 83.05944889999999}",0x398ef9670277b855:0x5af07353a9c28b40
Karnataka cafe Robertsganj,Cafes,"Sonbhadra, Uttar Pradesh",,,4.4,,"near chauhan petrol pump chauraha, Barauli, Robertsganj, Uttar Pradesh 231216",Closes soon · 11 pm · Opens 8 am Thu,"{'latitude': 24.6839197, 'longitude': 83.06445099999999}",0x398ef9001a441577:0x13b87ad91528d369
Cherry Blossom Restaurant & Cafe,Cafes,"Sonbhadra, Uttar Pradesh",,,4.4,,"1st floor, Jasraj kripa building, near Nagar sarkari Bank, Barauli, Robertsganj, Uttar Pradesh 231216",Open · Closes 11:30 pm,"{'latitude': 24.6838129, 'longitude': 83.06410509999999}",0x398ef96c1d4c20b9:0x3831bf18420ee805
Bajarangi Dhaba & Restaurant,Cafes,"Sonbhadra, Uttar Pradesh",,,4.1,,"P366+QXX, Ganguar, Robertsganj, Ganguar, Uttar Pradesh 231216",Open 24 hours,"{'latitude': 24.711982499999998, 'longitude': 83.0624721}",0x398ef839666c06eb:0x711699be2f0b14e2
EFC Restaurant,Cafes,"Sonbhadra, Uttar Pradesh",,,5,,"Barauli, Robertsganj, Uttar Pradesh 231216",Closes soon · 10:30 pm · Opens 9:30 am Thu,"{'latitude': 24.6838119, 'longitude': 83.0642908}",0x398ef90044a8ebf3:0x5102f5c608b922bb
Shraddha Saburi Dhaba And Family Resturant,Cafes,"Sonbhadra, Uttar Pradesh",091250 09591,,3.9,,"SH 5A, New Colony, Robertsganj, Uttar Pradesh 231216",Open · Closes 1 am,"{'latitude': 24.704107999999998, 'longitude': 83.0644033}",0x398ef83115600513:0x898cf2723468f8c2
One Bite Sonbhadra,Cafes,"Sonbhadra, Uttar Pradesh",095806 45401,https://onebite.co.in/onebite-sonbhadra.html,4.4,,"near Chauhan Petrol Pump, Badhauli Chowk, Robertsganj, Uttar Pradesh 231216",Closed · Opens 10 am Thu,"{'latitude': 24.683920999999998, 'longitude': 83.06412189999999}",0x398ef9cbc516e053:0xc7b1c3180274103c
Zorko Cafe,Cafes,"Sonbhadra, Uttar Pradesh",,,4.7,,"Zorko cafe, opposite of DIET complex, Amarati, Robertsganj, Ormaura, Uttar Pradesh 231216",Closed · Opens 11 am Thu,"{'latitude': 24.6648349, 'longitude': 83.0611607}",0x398ef9d269067223:0xf945ce1548399d39
Ajay Vijay Restro & Cafe,Cafes,"Sonbhadra, Uttar Pradesh",,,4.4,,"near Bank Of Baroda, New Colony, Robertsganj, Uttar Pradesh 231216",Closed · Opens 11 am Thu,"{'latitude': 24.6892122, 'longitude': 83.0709803}",0x398ef900380b8b05:0x45319c7690abe742
Terracotta Coffee Club,Cafes,"Sonbhadra, Uttar Pradesh",096953 01266,,4.5,,"Haidel Maidan Kachehri, Chauraha, Civil Line Rd, Robertsganj, Uttar Pradesh 231216",Closes soon · 11 pm · Opens 10 am Thu,"{'latitude': 24.6846122, 'longitude': 83.06860259999999}",0x398ef9487fe67ec3:0x9105924b3522765a
Hare Krishna Dhaba,Cafes,"Sonbhadra, Uttar Pradesh",,https://www.instagram.com/hare__krishna_dhaba?igsh=aWNtdjYyZjB0dWlu,4.1,,"Pashi Khurd, Uttar Pradesh 231216",Open 24 hours,"{'latitude': 24.7568165, 'longitude': 83.0645894}",0x398e57ef6be100a9:0x79ca2eec3f16c650
Radhe Radhe dhaba and Shri jee family restaurant,Cafes,"Sonbhadra, Uttar Pradesh",,,4.3,,"Budhat kala, SH 5A, Robertsganj, Beechhi, Uttar Pradesh 231216",Open · Closes 1:30 am,"{'latitude': 24.732316599999997, 'longitude': 83.0602876}",0x398ef9468b0b9add:0x38a3e5429ef35a9c
Friendzone cafe,Cafes,"Sonbhadra, Uttar Pradesh",,,4.9,,"VIP Road, Sector 5, Obra, Uttar Pradesh 231219",Closes soon · 10:30 pm · Opens 8:30 am Thu,"{'latitude': 24.4616698, 'longitude': 82.992376}",0x398ee3fb674a833f:0x374ce7c0f30d41b6
7th Heaven -Robertsganj,Cafes,"Sonbhadra, Uttar Pradesh",073184 56944,https://www.7thheaven.in/store-locator,4.7,,"BARAULI CHAURAHA, Robertsganj, Uttar Pradesh 231216",Closed · Opens 11 am Thu,"{'latitude': 24.6827224, 'longitude': 83.0638673}",0x127035a0b04c0f7:0xef33c7f2c02d8856
Tikka ' N ' TALKS,Cafes,"Sonbhadra, Uttar Pradesh",088587 05986,,4.8,,"near v mart, Renukoot, Uttar Pradesh 231217",Closes soon · 11 pm · Opens 11 am Thu,"{'latitude': 24.2265786, 'longitude': 83.04243129999999}",0x398edb7e5da38eb3:0xfdad2f77b92f84c2
Bharat Food Court,Cafes,"Sonbhadra, Uttar Pradesh",099589 40337,,4.3,,"Pannuganj Rd, near Tripti Jewellers, New Colony, Robertsganj, Uttar Pradesh 231216",Closed · Opens 12:30 pm Thu,"{'latitude': 24.6895909, 'longitude': 83.0663367}",0x398ef92e320aca65:0xf5e5f1bb09a0035d
Keshari Dhaba,Cafes,"Sonbhadra, Uttar Pradesh",099350 58561,,3.8,,"Amarati, Robertsganj, Ormaura, Uttar Pradesh 231216",Closed · Opens 7 am Thu,"{'latitude': 24.6648936, 'longitude': 83.0611012}",0x398ef9ec45028c7b:0xb3c65f1c6a14bbca
Indian coffee House,Cafes,"Sonbhadra, Uttar Pradesh",095809 45224,https://www.indiancoffeehousejabalpur.com/,4,,"Bus Stop, No 9, Plant-1 Rd, Renukoot, Uttar Pradesh 231217",Closes soon · 11 pm · Opens 7 am Thu,"{'latitude': 24.2145212, 'longitude': 83.0362301}",0x398edbc91dec47a5:0x4d4a181b116d2a85
Delish,Cafes,"Sonbhadra, Uttar Pradesh",073177 46266,,4.1,,"Ground Floor, W.No. 11, Chopan Road, opposite Gurudwara, Delish, Obra, Uttar Pradesh 231219",Closes soon · 11 pm · Opens 11 am Thu,"{'latitude': 24.4571388, 'longitude': 82.9926649}",0x398ee3e44e858aa9:0xe1cdd984d17cd2d
The Happy Soul event organiser Group,Event Management Companies,"Sonbhadra, Uttar Pradesh",098394 68892,,5,,"M3W9+22Q, Chandi Hotel, Ambedakar Nagar Colony, SH 5 A, Babhnuli, New Colony, Robertsganj, Uttar Pradesh 231216",Closed · Opens 10 am Thu,"{'latitude': 24.6950491, 'longitude': 83.06761809999999}",0x398ef9fd1e85d357:0xf9cb918adbba8912
Sone Palace Wedding & Party Lawn,Event Management Companies,"Sonbhadra, Uttar Pradesh",082878 27479,https://sonepalace.com/,4.2,,"Sone Palace Party Lawn, near Chandi Tiraha, in front of IdGaah, Robertsganj, Uttar Pradesh 231216",Closed · Opens 9 am Thu,"{'latitude': 24.7000539, 'longitude': 83.0654404}",0x398ef976bc8399b5:0xcbf160db8a4a8307
Vishal event dj vishal Vishal light,Event Management Companies,"Sonbhadra, Uttar Pradesh",,,5,,"M3RC+CH7, Pannuganj Rd, near Bank Of Baroda, New Colony, Robertsganj, Uttar Pradesh 231216",,"{'latitude': 24.6909812, 'longitude': 83.0706378}",0x398ef9004599f68f:0x3feae4b3c6028deb
Gupta event,Event Management Companies,"Sonbhadra, Uttar Pradesh",074083 99611,https://instagram.com/lover_boy__1.0?igshid=OGQ5ZDc2ODk2ZA==,5,,"Marachi Rd, Shahganj, Belatand, Uttar Pradesh 231215",Open 24 hours,"{'latitude': 24.7081645, 'longitude': 82.9458147}",0x398effbb0bf7b98b:0x8294a13b5e8265c4
B.B.Vatika लॉन सोनभद्र Up-64,Event Management Companies,"Sonbhadra, Uttar Pradesh",088401 15653,,4.2,,"M3Q3+QQH, Brahmnagar, Kamarhi, Robertsganj, Uttar Pradesh 231216",Open 24 hours,"{'latitude': 24.689673799999998, 'longitude': 83.0550765}",0x398ef9b62a6b16fd:0x2c1eeb1c0ca1e39f
D R DREAMS LUXURIOUS BANQUET,Event Management Companies,"Sonbhadra, Uttar Pradesh",,,4.2,,"P367+562, SH 5A, Pushuli, Robertsganj, Ganguar, Uttar Pradesh 231216",,"{'latitude': 24.710378, 'longitude': 83.0630152}",0x398ef99387ad7b43:0xb9056bd05b7d71d9
AVIRAL VATIKA,Event Management Companies,"Sonbhadra, Uttar Pradesh",062600 47246,,4.9,,"Nahar, SH 5A, near Tendu, Tendu, Kunda, Uttar Pradesh 231216",Open 24 hours,"{'latitude': 24.7669827, 'longitude': 83.0642122}",0x398e57847f460883:0x77ad867342824582
Bilas Banquet,Event Management Companies,"Sonbhadra, Uttar Pradesh",077060 86411,,4.1,,"Bilas Banquet, Musahi, Churk Rd, Churk, Uttar Pradesh 231206",Open 24 hours,"{'latitude': 24.6511323, 'longitude': 83.0848137}",0x398ef71b25d2534b:0x4175d61f25e6d70a
Riddhi Siddhi Marriage Lawn,Event Management Companies,"Sonbhadra, Uttar Pradesh",094152 47390,,4.3,,"Chhapaka, Robertsganj, Uttar Pradesh 231216",Closed · Opens 8 am Thu,"{'latitude': 24.6558952, 'longitude': 83.05905489999999}",0x398ef95e9c42c01f:0x843ea3e820999d57
Rocking Events Hub,Event Management Companies,"Sonbhadra, Uttar Pradesh",094530 54951,http://www.rockingeventshub.com/,5,,"Landmark Good Bakery, 598/62, near Indra Bridge, New Hyderabad, Nishat Ganj, Lucknow, Uttar Pradesh 226007",Closed · Opens 10 am Thu,"{'latitude': 26.870688299999998, 'longitude': 80.9560626}",0x399bfde42baa9c1b:0xd51333e91e632696
Golden Friend's Event,Event Management Companies,"Sonbhadra, Uttar Pradesh",089530 33786,http://goldenfriendsevent.com/,4.9,,"Prince Complex, 336,3rd Floor, near C.B.I Office, Hazratganj, Lucknow, Uttar Pradesh 226001",Closed · Opens 10 am Thu,"{'latitude': 26.848762699999998, 'longitude': 80.9447052}",0x399bfd060ccd781b:0xa97437e9699e474b
Di & Su Lawn- Best Marriage Lawn in Robertsganj,Event Management Companies,"Sonbhadra, Uttar Pradesh",081770 59621,,4.5,,"Front of Yes Bank, Dharmshala Chauraha, behind Raj Palace movie hall, Robertsganj, Uttar Pradesh 231216",Closed · Opens 10 am Thu,"{'latitude': 24.690222799999997, 'longitude': 83.06105289999999}",0x398ef9504e764e25:0xb742a237ee128176
Vivekanand Wedding Hall,Event Management Companies,"Sonbhadra, Uttar Pradesh",,,3.6,,"M3R9+6R4, New Colony, Robertsganj, Uttar Pradesh 231216",Open 24 hours,"{'latitude': 24.690515299999998, 'longitude': 83.0695903}",0x398ef9d1f36b815f:0x6d1a75195787bf39
Baranwal Grand Palace,Event Management Companies,"Sonbhadra, Uttar Pradesh",,,4,,"By pass Road, Kamarhi Rd, near Baranwal Market, Kamarhi, Robertsganj, Uttar Pradesh 231216",Closed · Opens 7 am Thu,"{'latitude': 24.6879653, 'longitude': 83.06117119999999}",0x398ef9c91c7a320f:0x645fbc19900a186
Vintaze Entertainments | Best wedding event planner in agra,Event Management Companies,"Sonbhadra, Uttar Pradesh",076694 33455,http://www.vintazeentertainments.com/,4.9,,"2nd Floor, Parsvnath Prerna, FF-14, Plaza, Fatehabad Rd, near Hotel Courtyard by Marriott, Agra, Uttar Pradesh 282001",Open 24 hours,"{'latitude': 27.157141799999998, 'longitude': 78.0609623}",0x397473d831dfa7f3:0x4a1034d0fcc2aa0d
Bridal suites Banquet Hall and lawn,Event Management Companies,"Sonbhadra, Uttar Pradesh",073559 61571,,4.9,,"FXHP+87Q, Obra, Vilemar Kundi, Uttar Pradesh 231219",,"{'latitude': 24.4786406, 'longitude': 82.9859342}",0x398ee30073a1b8fb:0x693d927f3622b0ae
SHREE JAWAHAR PALACE,Event Management Companies,"Sonbhadra, Uttar Pradesh",,,4.4,,"M3W2+5R6, Kamarhi, Robertsganj, Babanauli, Uttar Pradesh 231216",Open 24 hours,"{'latitude': 24.6958818, 'longitude': 83.05206749999999}",0x398ef96cc52ad6cf:0x59aa95d30434ad6
Gold Craft Events,Event Management Companies,"Sonbhadra, Uttar Pradesh",095205 81644,,5,,"Hanuman gali, Circular Rd, Hathras, Uttar Pradesh 204101",Open 24 hours,"{'latitude': 27.5953816, 'longitude': 78.0548409}",0x39749b2d41824863:0xc575167fd5884a16
The Grand Beauty Salon,Event Management Companies,"Sonbhadra, Uttar Pradesh",093358 63581,https://www.instagram.com/thegrandbeautysalon?igsh=bjgzMXR1N3o2OTVx,4.9,,"BHAANG WALI GALI, near SHITALA MATA MANDIR SABJI MANDI, Uttar Mohal, Robertsganj, Uttar Pradesh 231216",Closed · Opens 9 am Thu,"{'latitude': 24.6905634, 'longitude': 83.0656874}",0x398ef9955f410efd:0xa2c07defe6c29a71
Prakash Garden Hrishi,Event Management Companies,"Sonbhadra, Uttar Pradesh",,,3.9,,"M33G+RXX, Raunp, Uttar Pradesh 231216",Open 24 hours,"{'latitude': 24.6546029, 'longitude': 83.0774928}",0x398ef980f856f11f:0x86a9400a1efeb3a4
Sone Palace Wedding & Party Lawn,Banquet Halls,"Sonbhadra, Uttar Pradesh",082878 27479,https://sonepalace.com/,4.2,,"Sone Palace Party Lawn, near Chandi Tiraha, in front of IdGaah, Robertsganj, Uttar Pradesh 231216",Closed · Opens 9 am Thu,"{'latitude': 24.7000539, 'longitude': 83.0654404}",0x398ef976bc8399b5:0xcbf160db8a4a8307
Bilas Banquet,Banquet Halls,"Sonbhadra, Uttar Pradesh",077060 86411,,4.1,,"Bilas Banquet, Musahi, Churk Rd, Churk, Uttar Pradesh 231206",Open 24 hours,"{'latitude': 24.6511323, 'longitude': 83.0848137}",0x398ef71b25d2534b:0x4175d61f25e6d70a
SHREE JAWAHAR PALACE,Banquet Halls,"Sonbhadra, Uttar Pradesh",,,4.4,,"M3W2+5R6, Kamarhi, Robertsganj, Babanauli, Uttar Pradesh 231216",Open 24 hours,"{'latitude': 24.6958818, 'longitude': 83.05206749999999}",0x398ef96cc52ad6cf:0x59aa95d30434ad6
D R DREAMS LUXURIOUS BANQUET,Banquet Halls,"Sonbhadra, Uttar Pradesh",,,4.2,,"P367+562, SH 5A, Pushuli, Robertsganj, Ganguar, Uttar Pradesh 231216",,"{'latitude': 24.710378, 'longitude': 83.0630152}",0x398ef99387ad7b43:0xb9056bd05b7d71d9
Vivekanand Wedding Hall,Banquet Halls,"Sonbhadra, Uttar Pradesh",,,3.6,,"M3R9+6R4, New Colony, Robertsganj, Uttar Pradesh 231216",Open 24 hours,"{'latitude': 24.690515299999998, 'longitude': 83.0695903}",0x398ef9d1f36b815f:0x6d1a75195787bf39
Baranwal Grand Palace,Banquet Halls,"Sonbhadra, Uttar Pradesh",,,4,,"By pass Road, Kamarhi Rd, near Baranwal Market, Kamarhi, Robertsganj, Uttar Pradesh 231216",Closed · Opens 7 am Thu,"{'latitude': 24.6879653, 'longitude': 83.06117119999999}",0x398ef9c91c7a320f:0x645fbc19900a186
Hotel Raj Banquet,Banquet Halls,"Sonbhadra, Uttar Pradesh",099350 35222,,4,,"Uttar Mohal, Robertsganj, Uttar Pradesh 231216",,"{'latitude': 24.6955986, 'longitude': 83.0665491}",0x398ef9c49f4c96df:0x1876af933df9dfc9
Riddhi Siddhi Marriage Lawn,Banquet Halls,"Sonbhadra, Uttar Pradesh",094152 47390,,4.3,,"Chhapaka, Robertsganj, Uttar Pradesh 231216",Closed · Opens 8 am Thu,"{'latitude': 24.6558952, 'longitude': 83.05905489999999}",0x398ef95e9c42c01f:0x843ea3e820999d57
Di & Su Lawn- Best Marriage Lawn in Robertsganj,Banquet Halls,"Sonbhadra, Uttar Pradesh",081770 59621,,4.5,,"Front of Yes Bank, Dharmshala Chauraha, behind Raj Palace movie hall, Robertsganj, Uttar Pradesh 231216",Closed · Opens 10 am Thu,"{'latitude': 24.690222799999997, 'longitude': 83.06105289999999}",0x398ef9504e764e25:0xb742a237ee128176
SPOT ON Sahil Palace,Banquet Halls,"Sonbhadra, Uttar Pradesh",0124 620 1516,https://hotelgrandfiesta.com/,3.8,,"Bus Stand, Robertsganj Bus Stand Robertsganj, Mirzapur, Uttar Pradesh 231216",,"{'latitude': 24.6887574, 'longitude': 83.061847}",0x398ef9ee1a764f2d:0x3e70d49d6c039f41
Bridal suites Banquet Hall and lawn,Banquet Halls,"Sonbhadra, Uttar Pradesh",073559 61571,,4.9,,"FXHP+87Q, Obra, Vilemar Kundi, Uttar Pradesh 231219",,"{'latitude': 24.4786406, 'longitude': 82.9859342}",0x398ee30073a1b8fb:0x693d927f3622b0ae
AVIRAL VATIKA,Banquet Halls,"Sonbhadra, Uttar Pradesh",062600 47246,,4.9,,"Nahar, SH 5A, near Tendu, Tendu, Kunda, Uttar Pradesh 231216",Open 24 hours,"{'latitude': 24.7669827, 'longitude': 83.0642122}",0x398e57847f460883:0x77ad867342824582
SHAGUN LAWN,Banquet Halls,"Sonbhadra, Uttar Pradesh",,,5,,"SHAGUN LAWN BIJAULI, near DPS SCHOOL, Robertsganj, Uttar Pradesh 231216",Closed · Opens 9 am Thu,"{'latitude': 24.6821795, 'longitude': 83.0959491}",0x398ef70480a086cf:0x491ba0a56b694c1e
The Lotus Banquet,Banquet Halls,"Sonbhadra, Uttar Pradesh",070540 81008,,,,"opposite Mandi Samiti, Tagore Nagar, Robertsganj, Uttar Pradesh 231216",Open · Closes 12 am,"{'latitude': 24.684993499999997, 'longitude': 83.0684029}",0x398ef97baea30c35:0xf78ca5fffa3bbe53
Vijaygarh Vatika,Banquet Halls,"Sonbhadra, Uttar Pradesh",,,3.1,,"M3R9+7W9, New Colony, Robertsganj, Uttar Pradesh 231216",Open 24 hours,"{'latitude': 24.690657299999998, 'longitude': 83.06985859999999}",0x398ef9a9506d46fd:0x2c477580c721c23f
