name,category,location,phone,website,rating,reviews,address,hours,gps_coordinates,data_id
Dr Lal PathLabs - Patient Service Centre,Diagnostic Centers,"Mirzapur, Uttar Pradesh",08071 318 586,https://labs.lalpathlabs.com/dr-lal-pathlabs-patient-service-centre-diagnostic-centre-putlighar-mirzapur-316652/Home?utm_source=locator&utm_medium=googleplaces,4.9,51,"Ground Floor, Infront of Chaubey, Ghat Ki Gali, Natwa, Putlighar, Mirzapur, Uttar Pradesh 231001",Open · Closes 8 pm,"{'latitude': 25.148479599999998, 'longitude': 82.5472083}",0x398feb2be186bd55:0x1b9cebe82c75a7e
Dr Lal PathLabs - Patient Service Centre,Diagnostic Centers,"Mirzapur, Uttar Pradesh",080 6935 1926,https://labs.lalpathlabs.com/dr-lal-pathlabs-patient-service-centre-mirzapur-collection-centre-diagnostic-centre-avas-vikas-colony-mirzapur-346959/Home?utm_source=locator&utm_medium=googleplaces,4.7,82,"Ground Floor, Kachahari Road, opposite Suresh Utsav Lawn, Avas Vikas Colony, Dhauru Pur, Bharuhana, Mirzapur, Uttar Pradesh 231001",Open · Closes 8 pm,"{'latitude': 25.1386438, 'longitude': 82.57787019999999}",0x398fc0314dfca4a9:0xac602907a4b18f9f
"Agilus Diagnostics - Mohalla Rambagh, Mirzapur",Diagnostic Centers,"Mirzapur, Uttar Pradesh",079 4272 9033,https://labs.agilusdiagnostics.com/agilus-diagnostics-mohalla-rambagh-mirzapur-diagnostic-centre-kantit-mirzapur-517932/Home,5,14,"Tappa – 84, Pargana – Kantit, Sadar Tehsil, No. 449/1, Mohalla Rambagh, Mirzapur, Uttar Pradesh 231001",Open · Closes 8 pm,"{'latitude': 25.1441075, 'longitude': 82.5791861}",0x398fc122b207dfe7:0xa00573aec9272019
Niraamaya Diagnostics Mirzapur,Diagnostic Centers,"Mirzapur, Uttar Pradesh",078000 01894,https://www.niraamayadiagnostics.com/,5,2,"243/3, Jangi Rd, near Natwan Police Booth, near Popular Hospital, Bharuhana, Mirzapur, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.1426542, 'longitude': 82.54359819999999}",0x398feb886ae2478d:0x8cf964da0263cd60
Dr Lal PathLabs - Patient Service Centre,Diagnostic Centers,"Mirzapur, Uttar Pradesh",08071 318 021,https://labs.lalpathlabs.com/dr-lal-pathlabs-patient-service-centre-diagnostic-centre-katra-bazirao-mirzapur-317115/Home?utm_source=locator&utm_medium=googleplaces,4.7,15,"Ground Floor, Kachchi Sadak, Katra Bazirao, Mirzapur, Uttar Pradesh 231001",Open · Closes 8 pm,"{'latitude': 25.1399397, 'longitude': 82.5652726}",0x398febcc77572c59:0x5d1ca90f6fec15d0
Pathkind Labs,Diagnostic Centers,"Mirzapur, Uttar Pradesh",063942 81670,https://nearby.pathkindlabs.com/pathkind-labs-mirzapur-39147/home?utm_source=gbp,5,32,"Shahar Kotwali, Sadar Oppsite Mahadev Mandir, Tehsil Road, Aghauli, Mahuaria, Mirzapur, Uttar Pradesh 231001",Open · Closes 8:16 pm,"{'latitude': 25.1445853, 'longitude': 82.57698479999999}",0x398fc505206b6c53:0xb2d62e533795314d
Anvit Diagnostic Centre,Diagnostic Centers,"Mirzapur, Uttar Pradesh",,,3.5,6,"493, Shuklaha Kachahari Rd, Avas Vikas Colony, Dhauru Pur, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",Open · Closes 6 pm,"{'latitude': 25.137621, 'longitude': 82.5775589}",0x398fc1ff44d9f507:0x7dd24c7382fcbd17
Dr Lal PathLabs - Patient Service Centre,Diagnostic Centers,"Mirzapur, Uttar Pradesh",08071 318 381,https://labs.lalpathlabs.com/dr-lal-pathlabs-patient-service-centre-diagnostic-centre-bathua-mirzapur-424334/Home?utm_source=locator&utm_medium=googleplaces,5,19,"Ground Floor, Sadar, Rewa Road, Bathua, Mirzapur, Uttar Pradesh 231001",Open · Closes 8 pm,"{'latitude': 25.155206399999997, 'longitude': 82.58194619999999}",0x398fc1393ab94015:0xa22459f0b20c475d
Satish Diagnostic Center,Diagnostic Centers,"Mirzapur, Uttar Pradesh",063064 37291,,4.6,5,"5H3H+F5H, Rambagh Rd, Ramaipatti, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",Open · Closes 9 pm,"{'latitude': 25.1536956, 'longitude': 82.57797529999999}",0x398fc1ced46ee501:0x6cf5ac04e748bb05
National Diagnostic Center,Diagnostic Centers,"Mirzapur, Uttar Pradesh",075220 10120,,2.5,11,"5H3H+F5H, Rambagh Rd, Ramaipatti, Mirzapur, Uttar Pradesh 231001",Open · Closes 6 pm,"{'latitude': 25.153740799999998, 'longitude': 82.5779159}",0x398fc10019750a41:0x40be55452c59b8aa
Lupin Diagnostics | Pathology Lab & Full Body Checkup in Vindhyachal,Diagnostic Centers,"Mirzapur, Uttar Pradesh",074001 69631,https://www.lupindiagnostics.com/centers-locator/lupin-in-uttar-pradesh-mirzapur-vindhyachal-60515,4.8,4,"Doodhnath Tiraha, Kantit, Vindhyachal, Mirzapur, Uttar Pradesh 231307",Open · Closes 7:30 pm,"{'latitude': 25.152936099999998, 'longitude': 82.5244058}",0x398feb16169bbfdf:0x338461744750bbd7
Aqua Jungle Water Park & Resort,Water Parks,"Mirzapur, Uttar Pradesh",080810 26280,https://www.aquajungle.in/,4.4,5136,"Latifpur, Ahraura Varanasi-Robertsganj Road, near Lakhaniya Dari, Uttar Pradesh 231301",Open · Closes 5 pm,"{'latitude': 24.9854377, 'longitude': 83.0134494}",0x398e4f3dd021f121:0xd5e84aa4ae33626a
Funland Water Park,Water Parks,"Mirzapur, Uttar Pradesh",099556 39444,http://www.funlandwaterpark.com/,4.4,242,"2RQX+6Q3, Chaturbhujpur, Uttar Pradesh 231304",,"{'latitude': 25.038266399999998, 'longitude': 82.8485218}",0x398fb573880db343:0xc3d2b85381a3754e
DIVYA WATER PARK & RESORT,Water Parks,"Mirzapur, Uttar Pradesh",077539 69798,,4.5,1903,"Neta Nagar, Suriyawan, Uttar Pradesh 221404",,"{'latitude': 25.460594699999998, 'longitude': 82.4308064}",0x398fe3ec0e87ff81:0x780313ef39ad4985
Lakhaniya Water Safari & Resort,Water Parks,"Mirzapur, Uttar Pradesh",091125 83886,http://www.lakhaniyawatersafari.com/,4,535,"SH 5A, Latifpur, Chunar, Uttar Pradesh 231301",,"{'latitude': 24.987477199999997, 'longitude': 83.0088323}",0x398e4fb442c1718f:0x9c1cb914f4cddfd9
Vijaypur natural water falls,Water Parks,"Mirzapur, Uttar Pradesh",,,4.4,21,"49CM+GH3, Vijaypur, Uttar Pradesh 231303",,"{'latitude': 25.1212633, 'longitude': 82.3839275}",0x398ff317072c1a4f:0x177901b459388ed0
Blue water park,Water Parks,"Mirzapur, Uttar Pradesh",,,4.3,12,"V7H9+2RJ, Dewari Purab, Uttar Pradesh 231211",,"{'latitude': 24.8774658, 'longitude': 82.269255}",0x398f87b5a254c67f:0x4bf1625a9367ee81
Laldiggi Park Mirzapur,Water Parks,"Mirzapur, Uttar Pradesh",,,4,568,"4HV6+8J7, Lal Diggi, Saket Puri Colony, Mirzapur, Uttar Pradesh 231001",Open · Closes 10 pm,"{'latitude': 25.1432832, 'longitude': 82.56154939999999}",0x398fea801f1aadff:0xb0e741f1c03dfa1d
Krishna Gokul Water Park,Water Parks,"Mirzapur, Uttar Pradesh",079058 55780,https://krishnagokulwaterpark.com/,3.7,397,"Ashapur Chandra chauraha, Balua Rd, near shitla mata mandir, Salarpur, Varanasi, Uttar Pradesh 221007",Open · Closes 6 pm,"{'latitude': 25.352828499999998, 'longitude': 83.0274761}",0x398e2f5bd6c8c8d3:0x6229662d60fada43
Funtasia Waterpark and Resort,Water Parks,"Mirzapur, Uttar Pradesh",087378 57890,http://funtasiawaterpark.com/,4.4,5015,"Lodhan, near Varanasi Ring road, Chandmari, Varanasi, Uttar Pradesh 221003",Open · Closes 5 pm,"{'latitude': 25.3829508, 'longitude': 82.9549995}",0x398e2d4eb76aedc9:0x5f4fa3806c66b9a2
Varanasi Fun City | Water Park & Rain Dance In Varanasi,Water Parks,"Mirzapur, Uttar Pradesh",099184 04351,http://www.varanasifuncity.com/,4.1,6363,"Sona Talab, Panchkoshi Rd, in front of St. Mary Convent School, Pandeypur, Daniyalpur, Varanasi, Uttar Pradesh 221007",,"{'latitude': 25.3452636, 'longitude': 83.0190435}",0x398e2e5ceabeb383:0x81c07c3408e9ce23
Mirzapur deshi water park pipa pull,Water Parks,"Mirzapur, Uttar Pradesh",,,3.7,10,"MC76+9CM, Mirzapur, Lalpur Tikar, Uttar Pradesh 273016",,"{'latitude': 26.6634611, 'longitude': 83.41106239999999}",0x3991434014f8854f:0x5a3c8a7a70772896
AQUA MANSAROVAR WATER PARK KOCHARI,Water Parks,"Mirzapur, Uttar Pradesh",,,4.8,40,"CM7P+C3M, Murkatiya, Ariyar, Uttar Pradesh 222203",Open 24 hours,"{'latitude': 25.4135875, 'longitude': 82.6851719}",0x398fd9005e7139e3:0xf0ac82f25e20fdc5
Machhaha bhartganj badh,Water Parks,"Mirzapur, Uttar Pradesh",,,4.7,10,"4845+VXQ, Machhaha, Uttar Pradesh 231303",Open 24 hours,"{'latitude': 25.1072091, 'longitude': 82.3099817}",0x398ff3c1a36750ed:0x5d189dbf442331e4
Pipa Pul Mirzapur / पीपा पुल मिर्जापुर (Atal Nishad),Water Parks,"Mirzapur, Uttar Pradesh",,,4.6,12,"MC76+C9Q, Lalpur Tikar, Uttar Pradesh 273016",,"{'latitude': 26.662370499999998, 'longitude': 83.41135299999999}",0x399143661b386f91:0xe58c15ba388a1886
CHHAPPAK WATER PARK,Water Parks,"Mirzapur, Uttar Pradesh",,,5,5,"34W3+5RW, chhotu maharaj cinema, Duhi Kalan, Uttar Pradesh 231302",Open · Closes 6 pm,"{'latitude': 25.0954789, 'longitude': 83.1045742}",0x398e470021054aa3:0x21e2fd5f0255392d
Mahaveer Park,Water Parks,"Mirzapur, Uttar Pradesh",,,4.2,491,"Civil Lines Rd, Pathanpatti, Mirzapur-cum-Vindhyachal, Madan Patti, Uttar Pradesh 231001",Open · Closes 8:30 pm,"{'latitude': 25.1586814, 'longitude': 82.58604799999999}",0x398fc1b8345845c7:0x612e1255973a060f
Satish Kumar Jungle Water Park & Resort,Water Parks,"Mirzapur, Uttar Pradesh",,,4.4,5,"X2P7+59G, Latifpur, Ahraura Varanasi-Robertsganj Road, near Lakhaniya Dari, Uttar Pradesh 231301",,"{'latitude': 24.9854377, 'longitude': 83.0134494}",0x398e4f06bfb24261:0x227e59123f99917d
Speechless,Water Parks,"Mirzapur, Uttar Pradesh",,,3.6,1122,"7W72+RCJ, NH 2, Mohan Sarai, Bypass, Panditpur, Uttar Pradesh 221311",Temporarily closed,"{'latitude': 25.2643229, 'longitude': 82.9010011}",0x398fcd2e629c21ab:0x6d9f2e6badeed9a5
Golden Kashi Waterpark & Resort,Water Parks,"Mirzapur, Uttar Pradesh",094154 86686,https://goldenkashiwaterpark.com/,4.1,67,"858H+QW4, Salemabad, Ring Road, Sakaldiha - Mughalsarai Hwy, near Tara, Phase-3, Kakarahi Khurd, Chandauli, Uttar Pradesh 232120",,"{'latitude': 25.3168784, 'longitude': 83.1798237}",0x398e23bfee5b37b7:0x98526a12ed0328a
"Fun Gaon Water Park & Children's Park, Prayagraj",Water Parks,"Mirzapur, Uttar Pradesh",,,3.7,3199,"CMFQ+97J, Quadirpur, Kadirpur Taluka Adampur Bisuna, Uttar Pradesh 212208",Open · Closes 5 pm,"{'latitude': 25.4231207, 'longitude': 81.6878758}",0x39852d54f790ad11:0xe90bcaf8bbf67dce
Konark Grand Hotel Mirzapur,Resorts,"Mirzapur, Uttar Pradesh",063889 05959,,4.1,2788,"Sabri, Jangi Rd, Mirzapur-cum-Vindhyachal, Uttar Pradesh 231001",,"{'latitude': 25.1366124, 'longitude': 82.55866669999999}",0x398fea83b7522d0d:0x890a34b30e957866
The Retreat,Resorts,"Mirzapur, Uttar Pradesh",073101 09332,,4.1,290,"Kantit, Mirzapur, Uttar Pradesh 231307",,"{'latitude': 25.1579834, 'longitude': 82.5169873}",0x398febbceaaaa797:0xe0a0edf9e19b0fba
Hotel Vindhya Residency,Resorts,"Mirzapur, Uttar Pradesh",096952 32547,,3.7,549,"Vindhya residency, Engineer shahab ki kothi, Rehada Chungi, Vindhyachal,, Mirzapur, Uttar Pradesh 231307",,"{'latitude': 25.1603265, 'longitude': 82.5053507}",0x398febb93b5311db:0x211b348a050eb0aa
Hotel Gen X Mirzapur,Resorts,"Mirzapur, Uttar Pradesh",091198 00136,https://www.subahotels.com/genx-mirzapur-hotel/,4.3,404,"Fun City Rd, Natwa, Compund, Mahant Shivala, Mirzapur, Uttar Pradesh 231001",,"{'latitude': 25.147650799999997, 'longitude': 82.54919439999999}",0x398feba6158e3a3d:0xadfc7ea977a36ee4
Capital O 61271 The Retreat,Resorts,"Mirzapur, Uttar Pradesh",0124 620 1516,https://www.oyorooms.com/82193,4.2,402,"Vindhyachal Main Rd, Kantit, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231307",,"{'latitude': 25.157917899999998, 'longitude': 82.5169698}",0x398febb316c06fab:0xf34b514e3b52d59d
Avexia Fun City Resort,Resorts,"Mirzapur, Uttar Pradesh",092890 56239,http://www.avexiahotels.com/,3.7,628,"Shivala Mahanth, Fun City Road, Mirzapur, Uttar Pradesh 231001",,"{'latitude': 25.146717, 'longitude': 82.54936}",0x398fea62e19fd627:0x51055f0b99b99178
Annapurna Regency,Resorts,"Mirzapur, Uttar Pradesh",093690 55656,,4.7,23,"5G53+4FR, Kantit, Vindhyachal, Mirzapur, Uttar Pradesh 231307",,"{'latitude': 25.1578502, 'longitude': 82.5036423}",0x398feb006fb1278d:0x6ab7232df2a8422f
Hotel The Shree Jee Palace,Resorts,"Mirzapur, Uttar Pradesh",063921 84500,,3.8,125,"Gosai Tola, near state bank, Lal Diggi, Saket Puri Colony, Mirzapur, Uttar Pradesh 231001",,"{'latitude': 25.1470439, 'longitude': 82.56206159999999}",0x398fc18188ce1af5:0x4d6ca91e05c60c6f
StayVista Villa,Resorts,"Mirzapur, Uttar Pradesh",081049 54254,https://www.stayvista.com/?utm_source=google&utm_medium=gmb,4.2,9,"Villa No 2, NH2, near Aurai Talaab, Aurai, Parsottampur, Uttar Pradesh 221301",,"{'latitude': 25.251489499999998, 'longitude': 82.561711}",0x398fe9457225ad25:0x9c3c837d48208df9
Tapobhumi On The Ganges,Resorts,"Mirzapur, Uttar Pradesh",085708 16164,http://tapobhumiganges.com/,4.4,72,"Churamanpur, Sikhar, Uttar Pradesh 231304",,"{'latitude': 25.204861899999997, 'longitude': 82.9117474}",0x398e35bf20a5697b:0xdcc57f975b355eca
Hotel Yash Inn,Resorts,"Mirzapur, Uttar Pradesh",,,3.8,586,"Pairiya, Chaubey Tola St, Dankinganj, Mirzapur-cum-Vindhyachal, Uttar Pradesh 231001",,"{'latitude': 25.144703399999997, 'longitude': 82.5675747}",0x398fc1d352da4cd3:0x135e25c42dfdf28d
Galaxy Heritage,Resorts,"Mirzapur, Uttar Pradesh",094152 05572,http://www.mirzapur.in/,4.8,367,"South Gate, Lal Diggi, Mirzapur-cum-Vindhyachal, Uttar Pradesh 231001",,"{'latitude': 25.1464233, 'longitude': 82.5633335}",0x398fc1ac33d94df7:0x8b8dcb6ccea4094e
Hotel A One Palace,Resorts,"Mirzapur, Uttar Pradesh",094546 42425,,4,31,"Vindhyavasini Colony, Lahauli Gautam, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",,"{'latitude': 25.1378338, 'longitude': 82.58257549999999}",0x398fc1757f41d143:0x950430f928ba34cf
Hotel Jahnvi Mirzapur (U.P. Tourism),Resorts,"Mirzapur, Uttar Pradesh",080044 94476,https://upstdc.co.in/,3.8,240,"Near, Shastri Setu, Mahant Shivala, Mirzapur, Uttar Pradesh 231001",,"{'latitude': 25.1497778, 'longitude': 82.5454773}",0x398fea66ab84bc85:0xce3c269c033938
Hotel SK Residency,Resorts,"Mirzapur, Uttar Pradesh",063940 15092,,4.5,26,"4HVJ+9F8, Police Line Rd, Hariharpur, Mirzapur, Uttar Pradesh 231001",,"{'latitude': 25.1434195, 'longitude': 82.5812128}",0x398fc1c2892da33f:0x7f07641a113c051f
Birla vishramgrih,Resorts,"Mirzapur, Uttar Pradesh",,https://yatradham.org/vindhyachal-birla-vishram-gruh-guest-house.html,3.9,226,"Station Rd, Vindhyachal, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231307",,"{'latitude': 25.1611408, 'longitude': 82.50494049999999}",0x398febb90eb7d9ab:0xca35caa438fd2f1b
Hotel Gayatri Palace - Best Hotel,Resorts,"Mirzapur, Uttar Pradesh",096952 36900,,3.6,588,"Gayatri Chauraha, New V.I.P Marg, Vindhyachal, Mirzapur-cum-Vindhyachal, Uttar Pradesh 231307",,"{'latitude': 25.1628997, 'longitude': 82.50580509999999}",0x398febb8456338a3:0x3831056167642a5d
vindhyach inn 2star,Resorts,"Mirzapur, Uttar Pradesh",,,4.6,11,"5G64+468, Vindhyachal, Mirzapur, Uttar Pradesh 231307",,"{'latitude': 25.1603981, 'longitude': 82.5055734}",0x398feb0048513a45:0x5a48d042dd0f9065
Hotel The Springs,Resorts,"Mirzapur, Uttar Pradesh",099844 21997,,3.8,1546,"Katra Bazirao Rd, Katra Bazirao, Mirzapur, Uttar Pradesh 231001",,"{'latitude': 25.1414817, 'longitude': 82.56522199999999}",0x398fc02bae82e665:0xb24006e8ee811515
J P PALACE Hotel,Resorts,"Mirzapur, Uttar Pradesh",095194 34947,,4.2,130,"Atal Chauraha, Vindhyachal, Vindhyachal, Uttar Pradesh 231307",,"{'latitude': 25.156901899999998, 'longitude': 82.5019429}",0x398feb922988cd2d:0x59da12a47588d2f9
Konark Grand Hotel Mirzapur,Hotels,"Mirzapur, Uttar Pradesh",063889 05959,,4.1,2788,"Sabri, Jangi Rd, Mirzapur-cum-Vindhyachal, Uttar Pradesh 231001",,"{'latitude': 25.1366124, 'longitude': 82.55866669999999}",0x398fea83b7522d0d:0x890a34b30e957866
Hotel Gen X Mirzapur,Hotels,"Mirzapur, Uttar Pradesh",091198 00136,https://www.subahotels.com/genx-mirzapur-hotel/,4.3,404,"Fun City Rd, Natwa, Compund, Mahant Shivala, Mirzapur, Uttar Pradesh 231001",,"{'latitude': 25.147650799999997, 'longitude': 82.54919439999999}",0x398feba6158e3a3d:0xadfc7ea977a36ee4
Hotel Vindhya Residency,Hotels,"Mirzapur, Uttar Pradesh",096952 32547,,3.7,549,"Vindhya residency, Engineer shahab ki kothi, Rehada Chungi, Vindhyachal,, Mirzapur, Uttar Pradesh 231307",,"{'latitude': 25.1603265, 'longitude': 82.5053507}",0x398febb93b5311db:0x211b348a050eb0aa
Hotel Yash Inn,Hotels,"Mirzapur, Uttar Pradesh",,,3.8,586,"Pairiya, Chaubey Tola St, Dankinganj, Mirzapur-cum-Vindhyachal, Uttar Pradesh 231001",,"{'latitude': 25.144703399999997, 'longitude': 82.5675747}",0x398fc1d352da4cd3:0x135e25c42dfdf28d
Hotel O Shyam Utsav,Hotels,"Mirzapur, Uttar Pradesh",0124 620 1516,https://www.oyorooms.com/223575/?utm_source=Google&utm_medium=GMB,3.5,646,"near kaliji mandir, Narghat, Vindhyachal, Mirzapur, Uttar Pradesh 231001",,"{'latitude': 25.1492713, 'longitude': 82.5579952}",0x398fea7f3a56c18b:0xa55aa67460a8992e
Hotel The Shree Jee Palace,Hotels,"Mirzapur, Uttar Pradesh",063921 84500,,3.8,125,"Gosai Tola, near state bank, Lal Diggi, Saket Puri Colony, Mirzapur, Uttar Pradesh 231001",,"{'latitude': 25.1470439, 'longitude': 82.56206159999999}",0x398fc18188ce1af5:0x4d6ca91e05c60c6f
The Retreat,Hotels,"Mirzapur, Uttar Pradesh",073101 09332,,4.1,290,"Kantit, Mirzapur, Uttar Pradesh 231307",,"{'latitude': 25.1579834, 'longitude': 82.5169873}",0x398febbceaaaa797:0xe0a0edf9e19b0fba
Comfort Inn Vindhyan,Hotels,"Mirzapur, Uttar Pradesh",073803 50141,https://www.subahotels.com/comfort-inn-vindhyan-vindhyachal/overview,4.7,65,"Bangali Ka Chauraha, Vindhyachal Main Rd, near Vindhyavasini Temple, Vindhyachal, Mirzapur, Uttar Pradesh 231307",,"{'latitude': 25.1627445, 'longitude': 82.50621009999999}",0x398febdc205a8435:0xa8d8f9b234d23f84
Hotel crystal sarovar Vindhyachal,Hotels,"Mirzapur, Uttar Pradesh",,,4.9,71,"Atal chowk, Kantit, Vindhyachal, Mirzapur, Uttar Pradesh 231307",,"{'latitude': 25.155097299999998, 'longitude': 82.5068211}",0x398feb8b358b2559:0x3855a808f7499e73
Annapurna Regency,Hotels,"Mirzapur, Uttar Pradesh",093690 55656,,4.7,23,"5G53+4FR, Kantit, Vindhyachal, Mirzapur, Uttar Pradesh 231307",,"{'latitude': 25.1578502, 'longitude': 82.5036423}",0x398feb006fb1278d:0x6ab7232df2a8422f
Capital O 61271 The Retreat,Hotels,"Mirzapur, Uttar Pradesh",0124 620 1516,https://www.oyorooms.com/82193,4.2,402,"Vindhyachal Main Rd, Kantit, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231307",,"{'latitude': 25.157917899999998, 'longitude': 82.5169698}",0x398febb316c06fab:0xf34b514e3b52d59d
Hotel The Galaxy,Hotels,"Mirzapur, Uttar Pradesh",05442 220 826,http://www.mirzapur.in/,4.5,1834,"Laldiggi Rd, Lal Diggi, Gosain Tola, Mirzapur, Uttar Pradesh 231001",,"{'latitude': 25.1454088, 'longitude': 82.5622008}",0x398fc1d55a2a5525:0x81d3d8419bbc3e4b
Hotel A One Palace,Hotels,"Mirzapur, Uttar Pradesh",094546 42425,,4,31,"Vindhyavasini Colony, Lahauli Gautam, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",,"{'latitude': 25.1378338, 'longitude': 82.58257549999999}",0x398fc1757f41d143:0x950430f928ba34cf
Hotel Mark One - Best Hotel in Mirzapur,Hotels,"Mirzapur, Uttar Pradesh",096961 14580,,3.7,224,"4HW6+F49, Laldiggi Rd, Gosain Tola, Mirzapur, Uttar Pradesh 231001",,"{'latitude': 25.146157799999997, 'longitude': 82.5603713}",0x398fea8025f90e63:0xb5195ab609d52e12
Grand Inn,Hotels,"Mirzapur, Uttar Pradesh",093691 23363,,4.4,162,"Katra Bazirao Rd, Katra Bazirao, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",,"{'latitude': 25.142587199999998, 'longitude': 82.5647177}",0x398fc1d513707189:0xb372e0164f238623
Bhagwati Palace,Hotels,"Mirzapur, Uttar Pradesh",073807 50543,,3.7,694,"4GWQ+367, Near Natwa, Vindhyachal Main Road, Bari Basahi, Chawki, Mirzapur, Uttar Pradesh 231001",,"{'latitude': 25.145169499999998, 'longitude': 82.5380575}",0x398fea5fa4208607:0xf4d4782966e68558
Hotel The Springs,Hotels,"Mirzapur, Uttar Pradesh",099844 21997,,3.8,1546,"Katra Bazirao Rd, Katra Bazirao, Mirzapur, Uttar Pradesh 231001",,"{'latitude': 25.1414817, 'longitude': 82.56522199999999}",0x398fc02bae82e665:0xb24006e8ee811515
Hotel Ramayana,Hotels,"Mirzapur, Uttar Pradesh",096530 44242,http://www.hotelramayanamirzapur.com/,3.8,236,"Sankat Mochan Marg, Wellesley Ganj, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",,"{'latitude': 25.1510747, 'longitude': 82.5723482}",0x398fc168043bf05f:0x93b0aa5ff73f6d15
Palace Hotel,Hotels,"Mirzapur, Uttar Pradesh",05442 223 926,,3.2,146,"Near, Sangmohal Flyover, Ratanganj, Mirzapur, Uttar Pradesh 231001",,"{'latitude': 25.1399784, 'longitude': 82.5665616}",0x398fc1f8d945ab1d:0xf6f0e967d7dafe8b
The Grand Chandra Hotel (Cut),Hotels,"Mirzapur, Uttar Pradesh",,,5,2,"4H7V+6WV, Pahari, Jasovar, Uttar Pradesh 231307",,"{'latitude': 25.1135432, 'longitude': 82.59450249999999}",0x398fc100056819ff:0xa87d652053e54e6a
Jannat Restaurant,Restaurants,"Mirzapur, Uttar Pradesh",098389 03147,,4.4,759,"MUHKUCHWA, RAAVTASGANJ ROAD, Rajpur, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231307",Open · Closes 11 pm,"{'latitude': 25.1260805, 'longitude': 82.5876923}",0x398fc0418eb96b3d:0x7ef19bb38a971ff7
Masala Street,Restaurants,"Mirzapur, Uttar Pradesh",096161 91434,,3.8,826,"Malviya Nagar, Mirzapur, Uttar Pradesh 231001",Open · Closes 11 pm,"{'latitude': 25.1513699, 'longitude': 82.5700775}",0x398fc1d14527a2d9:0x2f3ac717022adf18
Achman Pure Veg . Restaurant,Restaurants,"Mirzapur, Uttar Pradesh",094543 03990,,3.8,680,"4HV7+X3G, Laldiggi Rd, Lal Diggi, Katra Bazirao, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",Open · Closes 11 pm,"{'latitude': 25.1449386, 'longitude': 82.5627155}",0x398fc02a8bafc893:0x18bc8a81583b1270
Kapino Food Hub,Restaurants,"Mirzapur, Uttar Pradesh",,,4.5,182,"Infornt of Axis bank, Badli Katra, Dankinganj, Mirzapur, Uttar Pradesh 231001",Open · Closes 10:45 pm,"{'latitude': 25.1442119, 'longitude': 82.5704248}",0x398fc1a8fbee3501:0xc59cd1d853bdf764
